"yrmon","max_consec","Station","year","month"
202010,5,"PrinceGeorge",2020,10
202011,8,"PrinceGeorge",2020,11
202012,11,"PrinceGeorge",2020,12
202101,18,"PrinceGeorge",2021,1
202102,11,"PrinceGeorge",2021,2
202103,15,"PrinceGeorge",2021,3
202104,12,"PrinceGeorge",2021,4
202105,8,"PrinceGeorge",2021,5
202106,7,"PrinceGeorge",2021,6
202107,9,"PrinceGeorge",2021,7
202108,8,"PrinceGeorge",2021,8
202109,4,"PrinceGeorge",2021,9
202110,7,"PrinceGeorge",2021,10
202111,8,"PrinceGeorge",2021,11
202112,5,"PrinceGeorge",2021,12
202201,10,"PrinceGeorge",2022,1
202202,10,"PrinceGeorge",2022,2
202203,10,"PrinceGeorge",2022,3
202204,5,"PrinceGeorge",2022,4
202205,5,"PrinceGeorge",2022,5
202206,5,"PrinceGeorge",2022,6
202207,12,"PrinceGeorge",2022,7
202208,9,"PrinceGeorge",2022,8
202209,31,"PrinceGeorge",2022,9
202210,18,"PrinceGeorge",2022,10
202211,16,"PrinceGeorge",2022,11
202212,13,"PrinceGeorge",2022,12
202301,9,"PrinceGeorge",2023,1
202302,15,"PrinceGeorge",2023,2
202303,26,"PrinceGeorge",2023,3
202304,8,"PrinceGeorge",2023,4
202305,0,"PrinceGeorge",2023,5
202306,0,"PrinceGeorge",2023,6
202307,3,"PrinceGeorge",2023,7
202308,38,"PrinceGeorge",2023,8
202309,31,"PrinceGeorge",2023,9
202310,47,"PrinceGeorge",2023,10
202311,18,"PrinceGeorge",2023,11
202312,69,"PrinceGeorge",2023,12
202401,64,"PrinceGeorge",2024,1
202402,33,"PrinceGeorge",2024,2
202403,36,"PrinceGeorge",2024,3
202404,14,"PrinceGeorge",2024,4
202405,18,"PrinceGeorge",2024,5
189903,22,"Kelowna",1899,3
189904,9,"Kelowna",1899,4
189905,8,"Kelowna",1899,5
189906,8,"Kelowna",1899,6
189907,22,"Kelowna",1899,7
189908,5,"Kelowna",1899,8
189909,16,"Kelowna",1899,9
189910,8,"Kelowna",1899,10
189911,7,"Kelowna",1899,11
189912,7,"Kelowna",1899,12
190001,9,"Kelowna",1900,1
190002,10,"Kelowna",1900,2
190003,10,"Kelowna",1900,3
190004,19,"Kelowna",1900,4
190005,9,"Kelowna",1900,5
190006,6,"Kelowna",1900,6
190007,28,"Kelowna",1900,7
190008,4,"Kelowna",1900,8
190009,18,"Kelowna",1900,9
190010,9,"Kelowna",1900,10
190011,11,"Kelowna",1900,11
190012,12,"Kelowna",1900,12
190101,0,"Kelowna",1901,1
190102,12,"Kelowna",1901,2
190103,10,"Kelowna",1901,3
190104,23,"Kelowna",1901,4
190105,13,"Kelowna",1901,5
190106,8,"Kelowna",1901,6
190107,51,"Kelowna",1901,7
190108,31,"Kelowna",1901,8
190205,9,"Kelowna",1902,5
190206,13,"Kelowna",1902,6
190207,14,"Kelowna",1902,7
190208,31,"Kelowna",1902,8
190209,18,"Kelowna",1902,9
190210,34,"Kelowna",1902,10
190211,6,"Kelowna",1902,11
190212,10,"Kelowna",1902,12
190301,16,"Kelowna",1903,1
190302,24,"Kelowna",1903,2
190303,10,"Kelowna",1903,3
190304,13,"Kelowna",1903,4
190305,15,"Kelowna",1903,5
190306,8,"Kelowna",1903,6
190307,12,"Kelowna",1903,7
190308,9,"Kelowna",1903,8
190309,8,"Kelowna",1903,9
190310,14,"Kelowna",1903,10
190311,9,"Kelowna",1903,11
190312,11,"Kelowna",1903,12
190401,9,"Kelowna",1904,1
190402,11,"Kelowna",1904,2
190403,6,"Kelowna",1904,3
190404,8,"Kelowna",1904,4
190405,13,"Kelowna",1904,5
190406,17,"Kelowna",1904,6
190407,33,"Kelowna",1904,7
190408,28,"Kelowna",1904,8
190409,27,"Kelowna",1904,9
190410,13,"Kelowna",1904,10
190411,17,"Kelowna",1904,11
190412,9,"Kelowna",1904,12
190501,10,"Kelowna",1905,1
190502,23,"Kelowna",1905,2
190503,19,"Kelowna",1905,3
190504,18,"Kelowna",1905,4
190505,8,"Kelowna",1905,5
190506,9,"Kelowna",1905,6
190507,13,"Kelowna",1905,7
190508,24,"Kelowna",1905,8
190509,6,"Kelowna",1905,9
190510,22,"Kelowna",1905,10
190511,16,"Kelowna",1905,11
190512,9,"Kelowna",1905,12
190601,11,"Kelowna",1906,1
190602,10,"Kelowna",1906,2
190603,11,"Kelowna",1906,3
190604,32,"Kelowna",1906,4
190605,11,"Kelowna",1906,5
190606,9,"Kelowna",1906,6
190607,17,"Kelowna",1906,7
190608,15,"Kelowna",1906,8
190609,10,"Kelowna",1906,9
190610,9,"Kelowna",1906,10
190611,9,"Kelowna",1906,11
190612,8,"Kelowna",1906,12
190701,13,"Kelowna",1907,1
190702,19,"Kelowna",1907,2
190703,46,"Kelowna",1907,3
190704,40,"Kelowna",1907,4
190705,14,"Kelowna",1907,5
190706,12,"Kelowna",1907,6
190707,18,"Kelowna",1907,7
190708,6,"Kelowna",1907,8
190709,7,"Kelowna",1907,9
190710,24,"Kelowna",1907,10
190711,13,"Kelowna",1907,11
190712,10,"Kelowna",1907,12
190801,16,"Kelowna",1908,1
190802,6,"Kelowna",1908,2
190803,21,"Kelowna",1908,3
190804,15,"Kelowna",1908,4
190805,6,"Kelowna",1908,5
190806,18,"Kelowna",1908,6
190807,40,"Kelowna",1908,7
190808,24,"Kelowna",1908,8
190809,7,"Kelowna",1908,9
190810,29,"Kelowna",1908,10
190811,17,"Kelowna",1908,11
190812,8,"Kelowna",1908,12
190901,10,"Kelowna",1909,1
190902,6,"Kelowna",1909,2
190903,20,"Kelowna",1909,3
190904,16,"Kelowna",1909,4
190905,8,"Kelowna",1909,5
190906,8,"Kelowna",1909,6
190907,29,"Kelowna",1909,7
190908,25,"Kelowna",1909,8
190909,9,"Kelowna",1909,9
190910,11,"Kelowna",1909,10
190911,9,"Kelowna",1909,11
190912,13,"Kelowna",1909,12
191001,18,"Kelowna",1910,1
191002,12,"Kelowna",1910,2
191003,16,"Kelowna",1910,3
191004,28,"Kelowna",1910,4
191005,11,"Kelowna",1910,5
191006,18,"Kelowna",1910,6
191007,12,"Kelowna",1910,7
191008,13,"Kelowna",1910,8
191009,13,"Kelowna",1910,9
191010,7,"Kelowna",1910,10
191011,7,"Kelowna",1910,11
191012,8,"Kelowna",1910,12
191101,9,"Kelowna",1911,1
191102,15,"Kelowna",1911,2
191103,41,"Kelowna",1911,3
191104,17,"Kelowna",1911,4
191105,23,"Kelowna",1911,5
191106,10,"Kelowna",1911,6
191107,19,"Kelowna",1911,7
191108,13,"Kelowna",1911,8
191109,26,"Kelowna",1911,9
191110,13,"Kelowna",1911,10
191111,10,"Kelowna",1911,11
191112,6,"Kelowna",1911,12
191201,10,"Kelowna",1912,1
191202,44,"Kelowna",1912,2
191203,40,"Kelowna",1912,3
191204,9,"Kelowna",1912,4
191205,18,"Kelowna",1912,5
191206,13,"Kelowna",1912,6
191207,9,"Kelowna",1912,7
191208,12,"Kelowna",1912,8
191209,15,"Kelowna",1912,9
191210,10,"Kelowna",1912,10
191211,17,"Kelowna",1912,11
191212,8,"Kelowna",1912,12
191301,5,"Kelowna",1913,1
191302,12,"Kelowna",1913,2
191303,17,"Kelowna",1913,3
191304,22,"Kelowna",1913,4
191305,14,"Kelowna",1913,5
191306,7,"Kelowna",1913,6
191307,20,"Kelowna",1913,7
191308,16,"Kelowna",1913,8
191309,16,"Kelowna",1913,9
191310,12,"Kelowna",1913,10
191311,24,"Kelowna",1913,11
191312,21,"Kelowna",1913,12
191401,8,"Kelowna",1914,1
191402,10,"Kelowna",1914,2
191403,15,"Kelowna",1914,3
191404,23,"Kelowna",1914,4
191405,12,"Kelowna",1914,5
191406,15,"Kelowna",1914,6
191407,34,"Kelowna",1914,7
191408,20,"Kelowna",1914,8
191409,6,"Kelowna",1914,9
191410,12,"Kelowna",1914,10
191411,11,"Kelowna",1914,11
191412,12,"Kelowna",1914,12
191501,15,"Kelowna",1915,1
191502,24,"Kelowna",1915,2
191503,14,"Kelowna",1915,3
191504,13,"Kelowna",1915,4
191505,7,"Kelowna",1915,5
191506,8,"Kelowna",1915,6
191507,20,"Kelowna",1915,7
191508,16,"Kelowna",1915,8
191509,8,"Kelowna",1915,9
191510,9,"Kelowna",1915,10
191511,6,"Kelowna",1915,11
191512,7,"Kelowna",1915,12
191601,12,"Kelowna",1916,1
191602,14,"Kelowna",1916,2
191603,8,"Kelowna",1916,3
191604,16,"Kelowna",1916,4
191605,12,"Kelowna",1916,5
191606,14,"Kelowna",1916,6
191607,7,"Kelowna",1916,7
191608,15,"Kelowna",1916,8
191609,27,"Kelowna",1916,9
191610,24,"Kelowna",1916,10
191611,17,"Kelowna",1916,11
191612,12,"Kelowna",1916,12
191701,26,"Kelowna",1917,1
191702,26,"Kelowna",1917,2
191703,20,"Kelowna",1917,3
191704,10,"Kelowna",1917,4
191705,5,"Kelowna",1917,5
191706,9,"Kelowna",1917,6
191707,23,"Kelowna",1917,7
191708,17,"Kelowna",1917,8
191709,11,"Kelowna",1917,9
191710,16,"Kelowna",1917,10
191711,22,"Kelowna",1917,11
191712,5,"Kelowna",1917,12
191801,9,"Kelowna",1918,1
191802,10,"Kelowna",1918,2
191803,17,"Kelowna",1918,3
191804,15,"Kelowna",1918,4
191805,11,"Kelowna",1918,5
191806,16,"Kelowna",1918,6
191807,9,"Kelowna",1918,7
191808,12,"Kelowna",1918,8
191809,21,"Kelowna",1918,9
191810,6,"Kelowna",1918,10
191811,10,"Kelowna",1918,11
191812,14,"Kelowna",1918,12
191901,10,"Kelowna",1919,1
191902,6,"Kelowna",1919,2
191903,22,"Kelowna",1919,3
191904,8,"Kelowna",1919,4
191905,14,"Kelowna",1919,5
191906,10,"Kelowna",1919,6
191907,24,"Kelowna",1919,7
191908,26,"Kelowna",1919,8
191909,18,"Kelowna",1919,9
191910,11,"Kelowna",1919,10
191911,8,"Kelowna",1919,11
191912,21,"Kelowna",1919,12
192001,26,"Kelowna",1920,1
192002,25,"Kelowna",1920,2
192003,15,"Kelowna",1920,3
192004,9,"Kelowna",1920,4
192005,23,"Kelowna",1920,5
192006,15,"Kelowna",1920,6
192007,19,"Kelowna",1920,7
192008,14,"Kelowna",1920,8
192009,9,"Kelowna",1920,9
192010,17,"Kelowna",1920,10
192011,14,"Kelowna",1920,11
192012,7,"Kelowna",1920,12
192101,14,"Kelowna",1921,1
192102,15,"Kelowna",1921,2
192103,21,"Kelowna",1921,3
192104,12,"Kelowna",1921,4
192105,14,"Kelowna",1921,5
192106,9,"Kelowna",1921,6
192107,46,"Kelowna",1921,7
192108,16,"Kelowna",1921,8
192109,23,"Kelowna",1921,9
192110,13,"Kelowna",1921,10
192111,7,"Kelowna",1921,11
192112,25,"Kelowna",1921,12
192201,16,"Kelowna",1922,1
192202,14,"Kelowna",1922,2
192203,10,"Kelowna",1922,3
192204,12,"Kelowna",1922,4
192205,27,"Kelowna",1922,5
192206,29,"Kelowna",1922,6
192207,21,"Kelowna",1922,7
192208,10,"Kelowna",1922,8
192209,19,"Kelowna",1922,9
192210,20,"Kelowna",1922,10
192211,17,"Kelowna",1922,11
192212,7,"Kelowna",1922,12
192301,15,"Kelowna",1923,1
192302,18,"Kelowna",1923,2
192303,14,"Kelowna",1923,3
192304,19,"Kelowna",1923,4
192305,9,"Kelowna",1923,5
192306,12,"Kelowna",1923,6
192307,10,"Kelowna",1923,7
192308,23,"Kelowna",1923,8
192309,14,"Kelowna",1923,9
192310,30,"Kelowna",1923,10
192311,20,"Kelowna",1923,11
192312,12,"Kelowna",1923,12
192401,9,"Kelowna",1924,1
192402,28,"Kelowna",1924,2
192403,27,"Kelowna",1924,3
192404,39,"Kelowna",1924,4
192405,26,"Kelowna",1924,5
192406,25,"Kelowna",1924,6
192407,13,"Kelowna",1924,7
192408,17,"Kelowna",1924,8
192409,11,"Kelowna",1924,9
192410,16,"Kelowna",1924,10
192411,10,"Kelowna",1924,11
192412,16,"Kelowna",1924,12
192501,6,"Kelowna",1925,1
192502,11,"Kelowna",1925,2
192503,24,"Kelowna",1925,3
192504,35,"Kelowna",1925,4
192505,27,"Kelowna",1925,5
192506,14,"Kelowna",1925,6
192507,46,"Kelowna",1925,7
192508,22,"Kelowna",1925,8
192509,17,"Kelowna",1925,9
192510,13,"Kelowna",1925,10
192511,11,"Kelowna",1925,11
192512,8,"Kelowna",1925,12
192601,10,"Kelowna",1926,1
192602,20,"Kelowna",1926,2
192603,15,"Kelowna",1926,3
192604,15,"Kelowna",1926,4
192605,19,"Kelowna",1926,5
192606,22,"Kelowna",1926,6
192607,29,"Kelowna",1926,7
192608,18,"Kelowna",1926,8
192609,7,"Kelowna",1926,9
192610,12,"Kelowna",1926,10
192611,6,"Kelowna",1926,11
192612,5,"Kelowna",1926,12
192701,16,"Kelowna",1927,1
192702,18,"Kelowna",1927,2
192703,19,"Kelowna",1927,3
192704,24,"Kelowna",1927,4
192705,18,"Kelowna",1927,5
192706,7,"Kelowna",1927,6
192707,24,"Kelowna",1927,7
192708,10,"Kelowna",1927,8
192709,6,"Kelowna",1927,9
192710,15,"Kelowna",1927,10
192711,6,"Kelowna",1927,11
192712,11,"Kelowna",1927,12
192801,18,"Kelowna",1928,1
192802,26,"Kelowna",1928,2
192803,10,"Kelowna",1928,3
192804,11,"Kelowna",1928,4
192805,21,"Kelowna",1928,5
192806,11,"Kelowna",1928,6
192807,39,"Kelowna",1928,7
192808,18,"Kelowna",1928,8
192809,17,"Kelowna",1928,9
192810,38,"Kelowna",1928,10
192811,22,"Kelowna",1928,11
192812,14,"Kelowna",1928,12
192901,13,"Kelowna",1929,1
192902,42,"Kelowna",1929,2
192903,15,"Kelowna",1929,3
192904,18,"Kelowna",1929,4
192905,25,"Kelowna",1929,5
192906,45,"Kelowna",1929,6
192907,33,"Kelowna",1929,7
192908,14,"Kelowna",1929,8
192909,36,"Kelowna",1929,9
192910,29,"Kelowna",1929,10
192911,21,"Kelowna",1929,11
192912,10,"Kelowna",1929,12
193001,15,"Kelowna",1930,1
193002,32,"Kelowna",1930,2
193003,23,"Kelowna",1930,3
193004,19,"Kelowna",1930,4
193005,16,"Kelowna",1930,5
193006,28,"Kelowna",1930,6
193007,24,"Kelowna",1930,7
193008,20,"Kelowna",1930,8
193009,20,"Kelowna",1930,9
193010,20,"Kelowna",1930,10
193011,20,"Kelowna",1930,11
193012,22,"Kelowna",1930,12
193101,21,"Kelowna",1931,1
193102,18,"Kelowna",1931,2
193103,12,"Kelowna",1931,3
193104,18,"Kelowna",1931,4
193105,22,"Kelowna",1931,5
193106,13,"Kelowna",1931,6
193107,23,"Kelowna",1931,7
193108,31,"Kelowna",1931,8
193109,14,"Kelowna",1931,9
193110,17,"Kelowna",1931,10
193111,22,"Kelowna",1931,11
193112,10,"Kelowna",1931,12
193201,9,"Kelowna",1932,1
193202,28,"Kelowna",1932,2
193203,18,"Kelowna",1932,3
193204,22,"Kelowna",1932,4
193205,19,"Kelowna",1932,5
193206,31,"Kelowna",1932,6
193207,12,"Kelowna",1932,7
193208,8,"Kelowna",1932,8
193209,21,"Kelowna",1932,9
193210,9,"Kelowna",1932,10
193211,12,"Kelowna",1932,11
193212,13,"Kelowna",1932,12
193301,7,"Kelowna",1933,1
193302,10,"Kelowna",1933,2
193303,13,"Kelowna",1933,3
193304,0,"Kelowna",1933,4
193305,12,"Kelowna",1933,5
193306,16,"Kelowna",1933,6
193307,31,"Kelowna",1933,7
193308,28,"Kelowna",1933,8
193309,18,"Kelowna",1933,9
193310,15,"Kelowna",1933,10
193311,34,"Kelowna",1933,11
193312,27,"Kelowna",1933,12
193401,21,"Kelowna",1934,1
193402,22,"Kelowna",1934,2
193403,30,"Kelowna",1934,3
193404,27,"Kelowna",1934,4
193405,19,"Kelowna",1934,5
193406,17,"Kelowna",1934,6
193407,13,"Kelowna",1934,7
193408,27,"Kelowna",1934,8
193409,8,"Kelowna",1934,9
193410,16,"Kelowna",1934,10
193411,14,"Kelowna",1934,11
193412,8,"Kelowna",1934,12
193501,18,"Kelowna",1935,1
193502,9,"Kelowna",1935,2
193503,23,"Kelowna",1935,3
193504,24,"Kelowna",1935,4
193505,21,"Kelowna",1935,5
193506,12,"Kelowna",1935,6
193507,9,"Kelowna",1935,7
193508,20,"Kelowna",1935,8
193509,29,"Kelowna",1935,9
193510,13,"Kelowna",1935,10
193511,41,"Kelowna",1935,11
193512,21,"Kelowna",1935,12
193601,24,"Kelowna",1936,1
193602,13,"Kelowna",1936,2
193603,28,"Kelowna",1936,3
193604,21,"Kelowna",1936,4
193605,13,"Kelowna",1936,5
193606,7,"Kelowna",1936,6
193607,35,"Kelowna",1936,7
193608,14,"Kelowna",1936,8
193609,10,"Kelowna",1936,9
193610,32,"Kelowna",1936,10
193611,15,"Kelowna",1936,11
193612,13,"Kelowna",1936,12
193701,6,"Kelowna",1937,1
193702,6,"Kelowna",1937,2
193703,8,"Kelowna",1937,3
193704,13,"Kelowna",1937,4
193705,13,"Kelowna",1937,5
193706,8,"Kelowna",1937,6
193707,23,"Kelowna",1937,7
193708,21,"Kelowna",1937,8
193709,11,"Kelowna",1937,9
193710,15,"Kelowna",1937,10
193711,5,"Kelowna",1937,11
193712,13,"Kelowna",1937,12
193801,10,"Kelowna",1938,1
193802,8,"Kelowna",1938,2
193803,24,"Kelowna",1938,3
193804,15,"Kelowna",1938,4
193805,30,"Kelowna",1938,5
193806,15,"Kelowna",1938,6
193807,30,"Kelowna",1938,7
193808,15,"Kelowna",1938,8
193809,16,"Kelowna",1938,9
193810,13,"Kelowna",1938,10
193811,19,"Kelowna",1938,11
193812,17,"Kelowna",1938,12
193901,12,"Kelowna",1939,1
193902,21,"Kelowna",1939,2
193903,50,"Kelowna",1939,3
193904,31,"Kelowna",1939,4
193905,20,"Kelowna",1939,5
193906,8,"Kelowna",1939,6
193907,35,"Kelowna",1939,7
193908,24,"Kelowna",1939,8
193909,11,"Kelowna",1939,9
193910,18,"Kelowna",1939,10
193911,15,"Kelowna",1939,11
193912,6,"Kelowna",1939,12
194001,9,"Kelowna",1940,1
194002,6,"Kelowna",1940,2
194003,10,"Kelowna",1940,3
194004,9,"Kelowna",1940,4
194005,8,"Kelowna",1940,5
194006,44,"Kelowna",1940,6
194007,19,"Kelowna",1940,7
194008,20,"Kelowna",1940,8
194009,11,"Kelowna",1940,9
194010,8,"Kelowna",1940,10
194011,10,"Kelowna",1940,11
194012,16,"Kelowna",1940,12
194101,10,"Kelowna",1941,1
194102,16,"Kelowna",1941,2
194103,13,"Kelowna",1941,3
194104,16,"Kelowna",1941,4
194105,10,"Kelowna",1941,5
194106,6,"Kelowna",1941,6
194107,13,"Kelowna",1941,7
194108,8,"Kelowna",1941,8
194109,11,"Kelowna",1941,9
194110,15,"Kelowna",1941,10
194111,15,"Kelowna",1941,11
194112,11,"Kelowna",1941,12
194201,17,"Kelowna",1942,1
194202,10,"Kelowna",1942,2
194203,28,"Kelowna",1942,3
194204,12,"Kelowna",1942,4
194205,10,"Kelowna",1942,5
194206,20,"Kelowna",1942,6
194207,11,"Kelowna",1942,7
194208,34,"Kelowna",1942,8
194209,30,"Kelowna",1942,9
194210,24,"Kelowna",1942,10
194211,7,"Kelowna",1942,11
194212,8,"Kelowna",1942,12
194301,8,"Kelowna",1943,1
194302,35,"Kelowna",1943,2
194303,12,"Kelowna",1943,3
194304,18,"Kelowna",1943,4
194305,19,"Kelowna",1943,5
194306,11,"Kelowna",1943,6
194307,22,"Kelowna",1943,7
194308,28,"Kelowna",1943,8
194309,20,"Kelowna",1943,9
194310,9,"Kelowna",1943,10
194311,25,"Kelowna",1943,11
194312,14,"Kelowna",1943,12
194401,19,"Kelowna",1944,1
194402,9,"Kelowna",1944,2
194403,15,"Kelowna",1944,3
194404,17,"Kelowna",1944,4
194405,11,"Kelowna",1944,5
194406,11,"Kelowna",1944,6
194407,12,"Kelowna",1944,7
194408,20,"Kelowna",1944,8
194409,12,"Kelowna",1944,9
194410,16,"Kelowna",1944,10
194411,11,"Kelowna",1944,11
194412,19,"Kelowna",1944,12
194501,13,"Kelowna",1945,1
194502,9,"Kelowna",1945,2
194503,22,"Kelowna",1945,3
194504,19,"Kelowna",1945,4
194505,13,"Kelowna",1945,5
194506,17,"Kelowna",1945,6
194507,15,"Kelowna",1945,7
194508,19,"Kelowna",1945,8
194509,12,"Kelowna",1945,9
194510,14,"Kelowna",1945,10
194511,10,"Kelowna",1945,11
194512,8,"Kelowna",1945,12
194601,10,"Kelowna",1946,1
194602,10,"Kelowna",1946,2
194603,9,"Kelowna",1946,3
194604,14,"Kelowna",1946,4
194605,12,"Kelowna",1946,5
194606,15,"Kelowna",1946,6
194607,14,"Kelowna",1946,7
194608,18,"Kelowna",1946,8
194609,19,"Kelowna",1946,9
194610,6,"Kelowna",1946,10
194611,8,"Kelowna",1946,11
194612,9,"Kelowna",1946,12
194701,17,"Kelowna",1947,1
194702,9,"Kelowna",1947,2
194703,38,"Kelowna",1947,3
194704,18,"Kelowna",1947,4
194705,10,"Kelowna",1947,5
194706,14,"Kelowna",1947,6
194707,12,"Kelowna",1947,7
194708,8,"Kelowna",1947,8
194709,15,"Kelowna",1947,9
194710,6,"Kelowna",1947,10
194711,6,"Kelowna",1947,11
194712,16,"Kelowna",1947,12
194801,15,"Kelowna",1948,1
194802,7,"Kelowna",1948,2
194803,19,"Kelowna",1948,3
194804,12,"Kelowna",1948,4
194805,16,"Kelowna",1948,5
194806,9,"Kelowna",1948,6
194807,8,"Kelowna",1948,7
194808,6,"Kelowna",1948,8
194809,10,"Kelowna",1948,9
194810,20,"Kelowna",1948,10
194811,10,"Kelowna",1948,11
194812,24,"Kelowna",1948,12
194901,9,"Kelowna",1949,1
194902,12,"Kelowna",1949,2
194903,6,"Kelowna",1949,3
194904,15,"Kelowna",1949,4
194905,19,"Kelowna",1949,5
194906,16,"Kelowna",1949,6
194907,14,"Kelowna",1949,7
194908,8,"Kelowna",1949,8
194909,15,"Kelowna",1949,9
194910,16,"Kelowna",1949,10
194911,9,"Kelowna",1949,11
194912,12,"Kelowna",1949,12
195001,22,"Kelowna",1950,1
195002,11,"Kelowna",1950,2
195003,11,"Kelowna",1950,3
195004,7,"Kelowna",1950,4
195005,28,"Kelowna",1950,5
195006,20,"Kelowna",1950,6
195007,8,"Kelowna",1950,7
195008,31,"Kelowna",1950,8
195009,23,"Kelowna",1950,9
195010,6,"Kelowna",1950,10
195011,7,"Kelowna",1950,11
195012,5,"Kelowna",1950,12
195101,8,"Kelowna",1951,1
195102,11,"Kelowna",1951,2
195103,28,"Kelowna",1951,3
195104,26,"Kelowna",1951,4
195105,12,"Kelowna",1951,5
195106,15,"Kelowna",1951,6
195107,47,"Kelowna",1951,7
195108,22,"Kelowna",1951,8
195109,22,"Kelowna",1951,9
195110,11,"Kelowna",1951,10
195111,14,"Kelowna",1951,11
195112,4,"Kelowna",1951,12
195201,7,"Kelowna",1952,1
195202,8,"Kelowna",1952,2
195203,38,"Kelowna",1952,3
195204,17,"Kelowna",1952,4
195205,15,"Kelowna",1952,5
195206,9,"Kelowna",1952,6
195207,14,"Kelowna",1952,7
195208,31,"Kelowna",1952,8
195209,55,"Kelowna",1952,9
195210,33,"Kelowna",1952,10
195211,15,"Kelowna",1952,11
195212,14,"Kelowna",1952,12
195301,7,"Kelowna",1953,1
195302,11,"Kelowna",1953,2
195303,15,"Kelowna",1953,3
195304,11,"Kelowna",1953,4
195305,12,"Kelowna",1953,5
195306,9,"Kelowna",1953,6
195307,23,"Kelowna",1953,7
195308,6,"Kelowna",1953,8
195309,16,"Kelowna",1953,9
195310,16,"Kelowna",1953,10
195311,7,"Kelowna",1953,11
195312,11,"Kelowna",1953,12
195401,18,"Kelowna",1954,1
195402,10,"Kelowna",1954,2
195403,18,"Kelowna",1954,3
195404,13,"Kelowna",1954,4
195405,11,"Kelowna",1954,5
195406,12,"Kelowna",1954,6
195407,13,"Kelowna",1954,7
195408,10,"Kelowna",1954,8
195409,22,"Kelowna",1954,9
195410,16,"Kelowna",1954,10
195411,8,"Kelowna",1954,11
195412,18,"Kelowna",1954,12
195501,10,"Kelowna",1955,1
195502,15,"Kelowna",1955,2
195503,19,"Kelowna",1955,3
195504,19,"Kelowna",1955,4
195505,23,"Kelowna",1955,5
195506,21,"Kelowna",1955,6
195507,48,"Kelowna",1955,7
195508,43,"Kelowna",1955,8
195509,12,"Kelowna",1955,9
195510,9,"Kelowna",1955,10
195511,6,"Kelowna",1955,11
195512,7,"Kelowna",1955,12
195601,20,"Kelowna",1956,1
195602,14,"Kelowna",1956,2
195603,11,"Kelowna",1956,3
195604,24,"Kelowna",1956,4
195605,13,"Kelowna",1956,5
195606,8,"Kelowna",1956,6
195607,16,"Kelowna",1956,7
195608,13,"Kelowna",1956,8
195609,18,"Kelowna",1956,9
195610,10,"Kelowna",1956,10
195611,17,"Kelowna",1956,11
195612,10,"Kelowna",1956,12
195701,5,"Kelowna",1957,1
195702,13,"Kelowna",1957,2
195703,9,"Kelowna",1957,3
195704,15,"Kelowna",1957,4
195705,11,"Kelowna",1957,5
195706,9,"Kelowna",1957,6
195707,10,"Kelowna",1957,7
195708,13,"Kelowna",1957,8
195709,40,"Kelowna",1957,9
195710,12,"Kelowna",1957,10
195711,10,"Kelowna",1957,11
195712,14,"Kelowna",1957,12
195801,8,"Kelowna",1958,1
195802,5,"Kelowna",1958,2
195803,15,"Kelowna",1958,3
195804,34,"Kelowna",1958,4
195805,27,"Kelowna",1958,5
195806,29,"Kelowna",1958,6
195807,30,"Kelowna",1958,7
195808,27,"Kelowna",1958,8
195809,14,"Kelowna",1958,9
195810,14,"Kelowna",1958,10
195811,9,"Kelowna",1958,11
195812,6,"Kelowna",1958,12
195901,6,"Kelowna",1959,1
195902,9,"Kelowna",1959,2
195903,25,"Kelowna",1959,3
195904,24,"Kelowna",1959,4
195905,26,"Kelowna",1959,5
195906,15,"Kelowna",1959,6
195907,18,"Kelowna",1959,7
195908,12,"Kelowna",1959,8
195909,9,"Kelowna",1959,9
195910,8,"Kelowna",1959,10
195911,7,"Kelowna",1959,11
195912,18,"Kelowna",1959,12
196001,8,"Kelowna",1960,1
196002,13,"Kelowna",1960,2
196003,22,"Kelowna",1960,3
196004,12,"Kelowna",1960,4
196005,24,"Kelowna",1960,5
196006,16,"Kelowna",1960,6
196007,29,"Kelowna",1960,7
196008,11,"Kelowna",1960,8
196009,17,"Kelowna",1960,9
196010,14,"Kelowna",1960,10
196011,22,"Kelowna",1960,11
196012,16,"Kelowna",1960,12
196101,21,"Kelowna",1961,1
196102,14,"Kelowna",1961,2
196103,11,"Kelowna",1961,3
196104,11,"Kelowna",1961,4
196105,10,"Kelowna",1961,5
196106,19,"Kelowna",1961,6
196107,19,"Kelowna",1961,7
196108,14,"Kelowna",1961,8
196109,15,"Kelowna",1961,9
196110,7,"Kelowna",1961,10
196111,9,"Kelowna",1961,11
196112,5,"Kelowna",1961,12
196201,16,"Kelowna",1962,1
196202,10,"Kelowna",1962,2
196203,25,"Kelowna",1962,3
196204,19,"Kelowna",1962,4
196205,13,"Kelowna",1962,5
196206,11,"Kelowna",1962,6
196207,18,"Kelowna",1962,7
196208,12,"Kelowna",1962,8
196209,13,"Kelowna",1962,9
196210,9,"Kelowna",1962,10
196211,5,"Kelowna",1962,11
196212,24,"Kelowna",1962,12
196301,18,"Kelowna",1963,1
196302,25,"Kelowna",1963,2
196303,22,"Kelowna",1963,3
196304,10,"Kelowna",1963,4
196305,20,"Kelowna",1963,5
196306,12,"Kelowna",1963,6
196307,6,"Kelowna",1963,7
196308,11,"Kelowna",1963,8
196309,28,"Kelowna",1963,9
196310,20,"Kelowna",1963,10
196311,8,"Kelowna",1963,11
196312,6,"Kelowna",1963,12
