"yrmon","max_consec","Station","year","month"
198203,11,"FortNelson",1982,3
198204,14,"FortNelson",1982,4
198205,8,"FortNelson",1982,5
198206,19,"FortNelson",1982,6
198207,8,"FortNelson",1982,7
198208,9,"FortNelson",1982,8
198209,13,"FortNelson",1982,9
198210,10,"FortNelson",1982,10
198211,10,"FortNelson",1982,11
198212,13,"FortNelson",1982,12
198301,19,"FortNelson",1983,1
198302,10,"FortNelson",1983,2
198303,14,"FortNelson",1983,3
198304,13,"FortNelson",1983,4
198305,9,"FortNelson",1983,5
198306,14,"FortNelson",1983,6
198307,10,"FortNelson",1983,7
198308,10,"FortNelson",1983,8
198309,9,"FortNelson",1983,9
198310,18,"FortNelson",1983,10
198311,17,"FortNelson",1983,11
198312,29,"FortNelson",1983,12
198401,14,"FortNelson",1984,1
198402,19,"FortNelson",1984,2
198403,17,"FortNelson",1984,3
198404,11,"FortNelson",1984,4
198405,9,"FortNelson",1984,5
198406,7,"FortNelson",1984,6
198407,6,"FortNelson",1984,7
198408,4,"FortNelson",1984,8
198409,11,"FortNelson",1984,9
198410,12,"FortNelson",1984,10
198411,10,"FortNelson",1984,11
198412,20,"FortNelson",1984,12
198501,13,"FortNelson",1985,1
198502,6,"FortNelson",1985,2
198503,39,"FortNelson",1985,3
198504,32,"FortNelson",1985,4
198505,23,"FortNelson",1985,5
198506,12,"FortNelson",1985,6
198507,8,"FortNelson",1985,7
198508,4,"FortNelson",1985,8
198509,8,"FortNelson",1985,9
198510,5,"FortNelson",1985,10
198511,32,"FortNelson",1985,11
198512,10,"FortNelson",1985,12
198601,17,"FortNelson",1986,1
198602,12,"FortNelson",1986,2
198603,17,"FortNelson",1986,3
198604,9,"FortNelson",1986,4
198605,14,"FortNelson",1986,5
198606,10,"FortNelson",1986,6
198607,9,"FortNelson",1986,7
198608,10,"FortNelson",1986,8
198609,10,"FortNelson",1986,9
198610,10,"FortNelson",1986,10
198611,10,"FortNelson",1986,11
198612,14,"FortNelson",1986,12
198701,12,"FortNelson",1987,1
198702,13,"FortNelson",1987,2
198703,11,"FortNelson",1987,3
198704,23,"FortNelson",1987,4
198705,11,"FortNelson",1987,5
198706,8,"FortNelson",1987,6
198707,5,"FortNelson",1987,7
198708,4,"FortNelson",1987,8
198709,14,"FortNelson",1987,9
198710,9,"FortNelson",1987,10
198711,10,"FortNelson",1987,11
198712,21,"FortNelson",1987,12
198801,13,"FortNelson",1988,1
198802,31,"FortNelson",1988,2
198803,17,"FortNelson",1988,3
198804,13,"FortNelson",1988,4
198805,8,"FortNelson",1988,5
198806,9,"FortNelson",1988,6
198807,5,"FortNelson",1988,7
198808,14,"FortNelson",1988,8
198809,15,"FortNelson",1988,9
198810,13,"FortNelson",1988,10
198811,10,"FortNelson",1988,11
198812,17,"FortNelson",1988,12
198901,15,"FortNelson",1989,1
198902,13,"FortNelson",1989,2
198903,12,"FortNelson",1989,3
198904,18,"FortNelson",1989,4
198905,9,"FortNelson",1989,5
198906,12,"FortNelson",1989,6
198907,8,"FortNelson",1989,7
198908,10,"FortNelson",1989,8
198909,9,"FortNelson",1989,9
198910,11,"FortNelson",1989,10
198911,14,"FortNelson",1989,11
198912,7,"FortNelson",1989,12
199001,19,"FortNelson",1990,1
199002,31,"FortNelson",1990,2
199003,25,"FortNelson",1990,3
199004,14,"FortNelson",1990,4
199005,15,"FortNelson",1990,5
199006,8,"FortNelson",1990,6
199007,12,"FortNelson",1990,7
199008,21,"FortNelson",1990,8
199009,19,"FortNelson",1990,9
199010,5,"FortNelson",1990,10
199011,5,"FortNelson",1990,11
199012,28,"FortNelson",1990,12
199101,26,"FortNelson",1991,1
199102,16,"FortNelson",1991,2
199103,16,"FortNelson",1991,3
199104,14,"FortNelson",1991,4
199105,6,"FortNelson",1991,5
199106,8,"FortNelson",1991,6
199107,9,"FortNelson",1991,7
199108,11,"FortNelson",1991,8
199109,8,"FortNelson",1991,9
199110,7,"FortNelson",1991,10
199111,3,"FortNelson",1991,11
199112,20,"FortNelson",1991,12
199201,17,"FortNelson",1992,1
199202,11,"FortNelson",1992,2
199203,15,"FortNelson",1992,3
199204,7,"FortNelson",1992,4
199205,9,"FortNelson",1992,5
199206,11,"FortNelson",1992,6
199207,7,"FortNelson",1992,7
199208,11,"FortNelson",1992,8
199209,19,"FortNelson",1992,9
199210,17,"FortNelson",1992,10
199211,21,"FortNelson",1992,11
199212,10,"FortNelson",1992,12
199301,11,"FortNelson",1993,1
199302,24,"FortNelson",1993,2
199303,20,"FortNelson",1993,3
199304,25,"FortNelson",1993,4
199305,19,"FortNelson",1993,5
199306,14,"FortNelson",1993,6
199307,6,"FortNelson",1993,7
199308,10,"FortNelson",1993,8
199309,9,"FortNelson",1993,9
199310,16,"FortNelson",1993,10
199311,10,"FortNelson",1993,11
199312,14,"FortNelson",1993,12
199401,11,"FortNelson",1994,1
199402,18,"FortNelson",1994,2
199403,41,"FortNelson",1994,3
199404,31,"FortNelson",1994,4
199405,8,"FortNelson",1994,5
199406,6,"FortNelson",1994,6
199407,5,"FortNelson",1994,7
199408,20,"FortNelson",1994,8
199409,13,"FortNelson",1994,9
199410,11,"FortNelson",1994,10
199411,14,"FortNelson",1994,11
199412,10,"FortNelson",1994,12
199501,15,"FortNelson",1995,1
199502,8,"FortNelson",1995,2
199503,10,"FortNelson",1995,3
199504,9,"FortNelson",1995,4
199505,18,"FortNelson",1995,5
199506,31,"FortNelson",1995,6
199507,16,"FortNelson",1995,7
199508,16,"FortNelson",1995,8
199509,13,"FortNelson",1995,9
199510,8,"FortNelson",1995,10
199511,3,"FortNelson",1995,11
199512,17,"FortNelson",1995,12
199601,17,"FortNelson",1996,1
199602,9,"FortNelson",1996,2
199603,10,"FortNelson",1996,3
199604,12,"FortNelson",1996,4
199605,15,"FortNelson",1996,5
199606,8,"FortNelson",1996,6
199607,5,"FortNelson",1996,7
199608,8,"FortNelson",1996,8
199609,22,"FortNelson",1996,9
199610,9,"FortNelson",1996,10
199611,8,"FortNelson",1996,11
199612,12,"FortNelson",1996,12
199701,14,"FortNelson",1997,1
199702,18,"FortNelson",1997,2
199703,9,"FortNelson",1997,3
199704,9,"FortNelson",1997,4
199705,14,"FortNelson",1997,5
199706,5,"FortNelson",1997,6
199707,4,"FortNelson",1997,7
199708,6,"FortNelson",1997,8
199709,5,"FortNelson",1997,9
199710,7,"FortNelson",1997,10
199711,16,"FortNelson",1997,11
199712,30,"FortNelson",1997,12
199801,18,"FortNelson",1998,1
199802,12,"FortNelson",1998,2
199803,25,"FortNelson",1998,3
199804,18,"FortNelson",1998,4
199805,13,"FortNelson",1998,5
199806,17,"FortNelson",1998,6
199807,12,"FortNelson",1998,7
199808,8,"FortNelson",1998,8
199809,12,"FortNelson",1998,9
199810,32,"FortNelson",1998,10
199811,11,"FortNelson",1998,11
199812,9,"FortNelson",1998,12
199901,9,"FortNelson",1999,1
199902,14,"FortNelson",1999,2
199903,25,"FortNelson",1999,3
199904,16,"FortNelson",1999,4
199905,7,"FortNelson",1999,5
199906,8,"FortNelson",1999,6
199907,8,"FortNelson",1999,7
199908,11,"FortNelson",1999,8
199909,11,"FortNelson",1999,9
199910,31,"FortNelson",1999,10
199911,14,"FortNelson",1999,11
199912,11,"FortNelson",1999,12
200001,16,"FortNelson",2000,1
200002,41,"FortNelson",2000,2
200003,35,"FortNelson",2000,3
200004,13,"FortNelson",2000,4
200005,11,"FortNelson",2000,5
200006,5,"FortNelson",2000,6
200007,5,"FortNelson",2000,7
200008,6,"FortNelson",2000,8
200009,10,"FortNelson",2000,9
200010,17,"FortNelson",2000,10
200011,23,"FortNelson",2000,11
200012,16,"FortNelson",2000,12
200101,17,"FortNelson",2001,1
200102,31,"FortNelson",2001,2
200103,17,"FortNelson",2001,3
200104,36,"FortNelson",2001,4
200105,12,"FortNelson",2001,5
200106,8,"FortNelson",2001,6
200107,6,"FortNelson",2001,7
200108,5,"FortNelson",2001,8
200109,21,"FortNelson",2001,9
200110,17,"FortNelson",2001,10
200111,9,"FortNelson",2001,11
200112,25,"FortNelson",2001,12
200201,15,"FortNelson",2002,1
200202,17,"FortNelson",2002,2
200203,10,"FortNelson",2002,3
200204,15,"FortNelson",2002,4
200205,14,"FortNelson",2002,5
200206,7,"FortNelson",2002,6
200207,5,"FortNelson",2002,7
200208,13,"FortNelson",2002,8
200209,13,"FortNelson",2002,9
200210,18,"FortNelson",2002,10
200211,35,"FortNelson",2002,11
200212,26,"FortNelson",2002,12
200301,10,"FortNelson",2003,1
200302,8,"FortNelson",2003,2
200303,7,"FortNelson",2003,3
200304,18,"FortNelson",2003,4
200305,11,"FortNelson",2003,5
200306,13,"FortNelson",2003,6
200307,6,"FortNelson",2003,7
200308,11,"FortNelson",2003,8
200309,18,"FortNelson",2003,9
200310,8,"FortNelson",2003,10
200311,14,"FortNelson",2003,11
200312,17,"FortNelson",2003,12
200401,19,"FortNelson",2004,1
200402,21,"FortNelson",2004,2
200403,17,"FortNelson",2004,3
200404,12,"FortNelson",2004,4
200405,10,"FortNelson",2004,5
200406,6,"FortNelson",2004,6
200407,4,"FortNelson",2004,7
200408,16,"FortNelson",2004,8
200409,10,"FortNelson",2004,9
200410,16,"FortNelson",2004,10
200411,12,"FortNelson",2004,11
200412,13,"FortNelson",2004,12
200501,10,"FortNelson",2005,1
200502,22,"FortNelson",2005,2
200503,14,"FortNelson",2005,3
200504,28,"FortNelson",2005,4
200505,15,"FortNelson",2005,5
200506,5,"FortNelson",2005,6
200507,4,"FortNelson",2005,7
200508,15,"FortNelson",2005,8
200509,9,"FortNelson",2005,9
200510,13,"FortNelson",2005,10
200511,17,"FortNelson",2005,11
200512,29,"FortNelson",2005,12
200601,11,"FortNelson",2006,1
200602,9,"FortNelson",2006,2
200603,13,"FortNelson",2006,3
200604,10,"FortNelson",2006,4
200605,9,"FortNelson",2006,5
200606,6,"FortNelson",2006,6
200607,6,"FortNelson",2006,7
200608,16,"FortNelson",2006,8
200609,14,"FortNelson",2006,9
200610,12,"FortNelson",2006,10
200611,5,"FortNelson",2006,11
200612,24,"FortNelson",2006,12
200701,14,"FortNelson",2007,1
200702,5,"FortNelson",2007,2
200703,9,"FortNelson",2007,3
200704,19,"FortNelson",2007,4
200705,8,"FortNelson",2007,5
200706,5,"FortNelson",2007,6
200707,4,"FortNelson",2007,7
200708,3,"FortNelson",2007,8
200709,9,"FortNelson",2007,9
200710,14,"FortNelson",2007,10
200711,11,"FortNelson",2007,11
200712,11,"FortNelson",2007,12
200801,9,"FortNelson",2008,1
200802,14,"FortNelson",2008,2
200803,9,"FortNelson",2008,3
200804,11,"FortNelson",2008,4
200805,16,"FortNelson",2008,5
200806,7,"FortNelson",2008,6
200807,9,"FortNelson",2008,7
200808,10,"FortNelson",2008,8
200809,12,"FortNelson",2008,9
200810,16,"FortNelson",2008,10
200811,8,"FortNelson",2008,11
200812,12,"FortNelson",2008,12
200901,10,"FortNelson",2009,1
200902,12,"FortNelson",2009,2
200903,9,"FortNelson",2009,3
200904,18,"FortNelson",2009,4
200905,12,"FortNelson",2009,5
200906,12,"FortNelson",2009,6
200907,12,"FortNelson",2009,7
200908,8,"FortNelson",2009,8
200909,5,"FortNelson",2009,9
200910,10,"FortNelson",2009,10
200911,14,"FortNelson",2009,11
200912,17,"FortNelson",2009,12
201001,9,"FortNelson",2010,1
201002,42,"FortNelson",2010,2
201003,16,"FortNelson",2010,3
201004,20,"FortNelson",2010,4
201005,15,"FortNelson",2010,5
201006,17,"FortNelson",2010,6
201007,12,"FortNelson",2010,7
201008,7,"FortNelson",2010,8
201009,20,"FortNelson",2010,9
201010,12,"FortNelson",2010,10
201011,7,"FortNelson",2010,11
201012,10,"FortNelson",2010,12
201101,7,"FortNelson",2011,1
201102,9,"FortNelson",2011,2
201103,23,"FortNelson",2011,3
201104,10,"FortNelson",2011,4
201105,10,"FortNelson",2011,5
201106,10,"FortNelson",2011,6
201107,9,"FortNelson",2011,7
201108,8,"FortNelson",2011,8
201109,11,"FortNelson",2011,9
201110,10,"FortNelson",2011,10
201111,8,"FortNelson",2011,11
201112,21,"FortNelson",2011,12
201201,24,"FortNelson",2012,1
201202,22,"FortNelson",2012,2
201203,9,"FortNelson",2012,3
201204,11,"FortNelson",2012,4
201205,6,"FortNelson",2012,5
201206,13,"FortNelson",2012,6
201207,16,"FortNelson",2012,7
201208,9,"FortNelson",2012,8
201209,29,"FortNelson",2012,9
201210,11,"FortNelson",2012,10
201211,6,"FortNelson",2012,11
201212,16,"FortNelson",2012,12
201301,9,"FortNelson",2013,1
201302,22,"FortNelson",2013,2
201303,12,"FortNelson",2013,3
201304,23,"FortNelson",2013,4
201305,22,"FortNelson",2013,5
201306,11,"FortNelson",2013,6
201307,8,"FortNelson",2013,7
201308,6,"FortNelson",2013,8
201309,14,"FortNelson",2013,9
201310,10,"FortNelson",2013,10
201311,5,"FortNelson",2013,11
201312,5,"FortNelson",2013,12
201401,15,"FortNelson",2014,1
201402,15,"FortNelson",2014,2
201403,15,"FortNelson",2014,3
201404,11,"FortNelson",2014,4
201405,11,"FortNelson",2014,5
201406,9,"FortNelson",2014,6
201407,17,"FortNelson",2014,7
201408,15,"FortNelson",2014,8
201409,12,"FortNelson",2014,9
201410,5,"FortNelson",2014,10
201411,12,"FortNelson",2014,11
201412,10,"FortNelson",2014,12
201501,5,"FortNelson",2015,1
201502,11,"FortNelson",2015,2
201503,7,"FortNelson",2015,3
201504,20,"FortNelson",2015,4
201505,22,"FortNelson",2015,5
201506,11,"FortNelson",2015,6
201507,6,"FortNelson",2015,7
201508,5,"FortNelson",2015,8
201509,18,"FortNelson",2015,9
201510,9,"FortNelson",2015,10
201511,15,"FortNelson",2015,11
201512,28,"FortNelson",2015,12
201601,13,"FortNelson",2016,1
201602,9,"FortNelson",2016,2
201603,11,"FortNelson",2016,3
201604,20,"FortNelson",2016,4
201605,11,"FortNelson",2016,5
201606,5,"FortNelson",2016,6
201607,10,"FortNelson",2016,7
201608,8,"FortNelson",2016,8
201609,5,"FortNelson",2016,9
201610,7,"FortNelson",2016,10
201611,16,"FortNelson",2016,11
201612,13,"FortNelson",2016,12
201701,12,"FortNelson",2017,1
201702,17,"FortNelson",2017,2
201703,15,"FortNelson",2017,3
201704,11,"FortNelson",2017,4
201705,5,"FortNelson",2017,5
201706,5,"FortNelson",2017,6
201707,4,"FortNelson",2017,7
201708,21,"FortNelson",2017,8
201709,17,"FortNelson",2017,9
201710,6,"FortNelson",2017,10
201711,6,"FortNelson",2017,11
201712,15,"FortNelson",2017,12
201801,8,"FortNelson",2018,1
201802,7,"FortNelson",2018,2
201803,17,"FortNelson",2018,3
201804,21,"FortNelson",2018,4
201805,19,"FortNelson",2018,5
201806,7,"FortNelson",2018,6
201807,8,"FortNelson",2018,7
201808,7,"FortNelson",2018,8
201809,16,"FortNelson",2018,9
201810,25,"FortNelson",2018,10
201811,6,"FortNelson",2018,11
201812,9,"FortNelson",2018,12
201901,5,"FortNelson",2019,1
201902,37,"FortNelson",2019,2
201903,31,"FortNelson",2019,3
201904,23,"FortNelson",2019,4
201905,21,"FortNelson",2019,5
201906,4,"FortNelson",2019,6
201907,6,"FortNelson",2019,7
201908,9,"FortNelson",2019,8
201909,10,"FortNelson",2019,9
201910,9,"FortNelson",2019,10
201911,10,"FortNelson",2019,11
201912,15,"FortNelson",2019,12
202001,11,"FortNelson",2020,1
202002,17,"FortNelson",2020,2
202003,9,"FortNelson",2020,3
202004,16,"FortNelson",2020,4
202005,3,"FortNelson",2020,5
202006,0,"FortNelson",2020,6
202007,0,"FortNelson",2020,7
202008,11,"FortNelson",2020,8
202009,16,"FortNelson",2020,9
202010,13,"FortNelson",2020,10
202011,12,"FortNelson",2020,11
202012,10,"FortNelson",2020,12
202101,16,"FortNelson",2021,1
202102,14,"FortNelson",2021,2
202103,12,"FortNelson",2021,3
202104,9,"FortNelson",2021,4
202105,7,"FortNelson",2021,5
202106,13,"FortNelson",2021,6
202107,7,"FortNelson",2021,7
202108,14,"FortNelson",2021,8
202109,10,"FortNelson",2021,9
202110,16,"FortNelson",2021,10
202111,5,"FortNelson",2021,11
202112,23,"FortNelson",2021,12
202201,6,"FortNelson",2022,1
202202,6,"FortNelson",2022,2
202203,9,"FortNelson",2022,3
202204,8,"FortNelson",2022,4
202205,9,"FortNelson",2022,5
202206,11,"FortNelson",2022,6
202207,10,"FortNelson",2022,7
202208,11,"FortNelson",2022,8
202209,24,"FortNelson",2022,9
202210,20,"FortNelson",2022,10
202211,19,"FortNelson",2022,11
202212,15,"FortNelson",2022,12
202301,10,"FortNelson",2023,1
202302,5,"FortNelson",2023,2
202303,12,"FortNelson",2023,3
202304,24,"FortNelson",2023,4
202305,20,"FortNelson",2023,5
202306,11,"FortNelson",2023,6
202307,5,"FortNelson",2023,7
202308,19,"FortNelson",2023,8
202309,12,"FortNelson",2023,9
202310,31,"FortNelson",2023,10
202311,23,"FortNelson",2023,11
202312,18,"FortNelson",2023,12
202401,33,"FortNelson",2024,1
202402,24,"FortNelson",2024,2
202403,42,"FortNelson",2024,3
202404,14,"FortNelson",2024,4
202405,9,"FortNelson",2024,5
202406,5,"FortNelson",2024,6
194004,6,"PrinceGeorge",1940,4
194005,19,"PrinceGeorge",1940,5
194006,10,"PrinceGeorge",1940,6
194007,6,"PrinceGeorge",1940,7
194008,8,"PrinceGeorge",1940,8
194009,12,"PrinceGeorge",1940,9
194010,9,"PrinceGeorge",1940,10
194011,9,"PrinceGeorge",1940,11
194012,11,"PrinceGeorge",1940,12
194101,10,"PrinceGeorge",1941,1
194102,13,"PrinceGeorge",1941,2
194103,11,"PrinceGeorge",1941,3
194104,14,"PrinceGeorge",1941,4
194105,9,"PrinceGeorge",1941,5
194106,3,"PrinceGeorge",1941,6
194107,10,"PrinceGeorge",1941,7
194108,7,"PrinceGeorge",1941,8
194109,3,"PrinceGeorge",1941,9
194110,5,"PrinceGeorge",1941,10
194111,9,"PrinceGeorge",1941,11
194112,16,"PrinceGeorge",1941,12
194201,11,"PrinceGeorge",1942,1
194202,10,"PrinceGeorge",1942,2
194203,12,"PrinceGeorge",1942,3
194204,8,"PrinceGeorge",1942,4
194205,10,"PrinceGeorge",1942,5
194206,18,"PrinceGeorge",1942,6
194207,20,"PrinceGeorge",1942,7
194208,18,"PrinceGeorge",1942,8
194209,23,"PrinceGeorge",1942,9
194210,10,"PrinceGeorge",1942,10
194211,12,"PrinceGeorge",1942,11
194212,10,"PrinceGeorge",1942,12
194301,24,"PrinceGeorge",1943,1
194302,28,"PrinceGeorge",1943,2
194303,12,"PrinceGeorge",1943,3
194304,17,"PrinceGeorge",1943,4
194305,16,"PrinceGeorge",1943,5
194306,18,"PrinceGeorge",1943,6
194307,22,"PrinceGeorge",1943,7
194308,10,"PrinceGeorge",1943,8
194309,30,"PrinceGeorge",1943,9
194310,13,"PrinceGeorge",1943,10
194311,34,"PrinceGeorge",1943,11
194312,15,"PrinceGeorge",1943,12
194401,17,"PrinceGeorge",1944,1
194402,10,"PrinceGeorge",1944,2
194403,34,"PrinceGeorge",1944,3
194404,18,"PrinceGeorge",1944,4
194405,18,"PrinceGeorge",1944,5
194406,14,"PrinceGeorge",1944,6
194407,11,"PrinceGeorge",1944,7
194408,25,"PrinceGeorge",1944,8
194409,24,"PrinceGeorge",1944,9
194410,23,"PrinceGeorge",1944,10
194411,14,"PrinceGeorge",1944,11
194412,38,"PrinceGeorge",1944,12
194501,20,"PrinceGeorge",1945,1
194502,19,"PrinceGeorge",1945,2
194503,8,"PrinceGeorge",1945,3
194504,24,"PrinceGeorge",1945,4
194505,20,"PrinceGeorge",1945,5
194506,8,"PrinceGeorge",1945,6
194507,11,"PrinceGeorge",1945,7
194508,16,"PrinceGeorge",1945,8
194509,6,"PrinceGeorge",1945,9
194510,5,"PrinceGeorge",1945,10
194511,11,"PrinceGeorge",1945,11
194512,7,"PrinceGeorge",1945,12
194601,3,"PrinceGeorge",1946,1
194602,6,"PrinceGeorge",1946,2
194603,24,"PrinceGeorge",1946,3
194604,19,"PrinceGeorge",1946,4
194605,12,"PrinceGeorge",1946,5
194606,5,"PrinceGeorge",1946,6
194607,11,"PrinceGeorge",1946,7
194608,28,"PrinceGeorge",1946,8
194609,12,"PrinceGeorge",1946,9
194610,5,"PrinceGeorge",1946,10
194611,8,"PrinceGeorge",1946,11
194612,9,"PrinceGeorge",1946,12
194701,8,"PrinceGeorge",1947,1
194702,13,"PrinceGeorge",1947,2
194703,21,"PrinceGeorge",1947,3
194704,6,"PrinceGeorge",1947,4
194705,9,"PrinceGeorge",1947,5
194706,6,"PrinceGeorge",1947,6
194707,9,"PrinceGeorge",1947,7
194708,7,"PrinceGeorge",1947,8
194709,10,"PrinceGeorge",1947,9
194710,6,"PrinceGeorge",1947,10
194711,4,"PrinceGeorge",1947,11
194712,7,"PrinceGeorge",1947,12
194801,7,"PrinceGeorge",1948,1
194802,3,"PrinceGeorge",1948,2
194803,17,"PrinceGeorge",1948,3
194804,10,"PrinceGeorge",1948,4
194805,9,"PrinceGeorge",1948,5
194806,12,"PrinceGeorge",1948,6
194807,5,"PrinceGeorge",1948,7
194808,3,"PrinceGeorge",1948,8
194809,7,"PrinceGeorge",1948,9
194810,12,"PrinceGeorge",1948,10
194811,11,"PrinceGeorge",1948,11
194812,6,"PrinceGeorge",1948,12
194901,6,"PrinceGeorge",1949,1
194902,12,"PrinceGeorge",1949,2
194903,11,"PrinceGeorge",1949,3
194904,7,"PrinceGeorge",1949,4
194905,13,"PrinceGeorge",1949,5
194906,8,"PrinceGeorge",1949,6
194907,7,"PrinceGeorge",1949,7
194908,21,"PrinceGeorge",1949,8
194909,13,"PrinceGeorge",1949,9
194910,9,"PrinceGeorge",1949,10
194911,8,"PrinceGeorge",1949,11
194912,6,"PrinceGeorge",1949,12
195001,8,"PrinceGeorge",1950,1
195002,8,"PrinceGeorge",1950,2
195003,12,"PrinceGeorge",1950,3
195004,16,"PrinceGeorge",1950,4
195005,11,"PrinceGeorge",1950,5
195006,16,"PrinceGeorge",1950,6
195007,7,"PrinceGeorge",1950,7
195008,7,"PrinceGeorge",1950,8
195009,16,"PrinceGeorge",1950,9
195010,6,"PrinceGeorge",1950,10
195011,4,"PrinceGeorge",1950,11
195012,6,"PrinceGeorge",1950,12
195101,6,"PrinceGeorge",1951,1
195102,11,"PrinceGeorge",1951,2
195103,13,"PrinceGeorge",1951,3
195104,12,"PrinceGeorge",1951,4
195105,8,"PrinceGeorge",1951,5
195106,8,"PrinceGeorge",1951,6
195107,4,"PrinceGeorge",1951,7
195108,13,"PrinceGeorge",1951,8
195109,13,"PrinceGeorge",1951,9
195110,7,"PrinceGeorge",1951,10
195111,5,"PrinceGeorge",1951,11
195112,7,"PrinceGeorge",1951,12
195201,7,"PrinceGeorge",1952,1
195202,9,"PrinceGeorge",1952,2
195203,9,"PrinceGeorge",1952,3
195204,7,"PrinceGeorge",1952,4
195205,9,"PrinceGeorge",1952,5
195206,5,"PrinceGeorge",1952,6
195207,28,"PrinceGeorge",1952,7
195208,21,"PrinceGeorge",1952,8
195209,6,"PrinceGeorge",1952,9
195210,6,"PrinceGeorge",1952,10
195211,9,"PrinceGeorge",1952,11
195212,18,"PrinceGeorge",1952,12
195301,5,"PrinceGeorge",1953,1
195302,6,"PrinceGeorge",1953,2
195303,10,"PrinceGeorge",1953,3
195304,16,"PrinceGeorge",1953,4
195305,11,"PrinceGeorge",1953,5
195306,3,"PrinceGeorge",1953,6
195307,6,"PrinceGeorge",1953,7
195308,9,"PrinceGeorge",1953,8
195309,8,"PrinceGeorge",1953,9
195310,9,"PrinceGeorge",1953,10
195311,7,"PrinceGeorge",1953,11
195312,6,"PrinceGeorge",1953,12
195401,6,"PrinceGeorge",1954,1
195402,6,"PrinceGeorge",1954,2
195403,6,"PrinceGeorge",1954,3
195404,10,"PrinceGeorge",1954,4
195405,8,"PrinceGeorge",1954,5
195406,5,"PrinceGeorge",1954,6
195407,5,"PrinceGeorge",1954,7
195408,4,"PrinceGeorge",1954,8
195409,4,"PrinceGeorge",1954,9
195410,4,"PrinceGeorge",1954,10
195411,3,"PrinceGeorge",1954,11
195412,5,"PrinceGeorge",1954,12
195501,4,"PrinceGeorge",1955,1
195502,5,"PrinceGeorge",1955,2
195503,5,"PrinceGeorge",1955,3
195504,11,"PrinceGeorge",1955,4
195505,8,"PrinceGeorge",1955,5
195506,13,"PrinceGeorge",1955,6
195507,9,"PrinceGeorge",1955,7
195508,7,"PrinceGeorge",1955,8
195509,11,"PrinceGeorge",1955,9
195510,10,"PrinceGeorge",1955,10
195511,6,"PrinceGeorge",1955,11
195512,10,"PrinceGeorge",1955,12
195601,6,"PrinceGeorge",1956,1
195602,4,"PrinceGeorge",1956,2
195603,6,"PrinceGeorge",1956,3
195604,12,"PrinceGeorge",1956,4
195605,18,"PrinceGeorge",1956,5
195606,8,"PrinceGeorge",1956,6
195607,9,"PrinceGeorge",1956,7
195608,11,"PrinceGeorge",1956,8
195609,9,"PrinceGeorge",1956,9
195610,8,"PrinceGeorge",1956,10
195611,11,"PrinceGeorge",1956,11
195612,3,"PrinceGeorge",1956,12
195701,20,"PrinceGeorge",1957,1
195702,10,"PrinceGeorge",1957,2
195703,10,"PrinceGeorge",1957,3
195704,8,"PrinceGeorge",1957,4
195705,13,"PrinceGeorge",1957,5
195706,8,"PrinceGeorge",1957,6
195707,4,"PrinceGeorge",1957,7
195708,8,"PrinceGeorge",1957,8
195709,11,"PrinceGeorge",1957,9
195710,13,"PrinceGeorge",1957,10
195711,4,"PrinceGeorge",1957,11
195712,6,"PrinceGeorge",1957,12
195801,8,"PrinceGeorge",1958,1
195802,7,"PrinceGeorge",1958,2
195803,13,"PrinceGeorge",1958,3
195804,38,"PrinceGeorge",1958,4
195805,27,"PrinceGeorge",1958,5
195806,12,"PrinceGeorge",1958,6
195807,33,"PrinceGeorge",1958,7
195808,14,"PrinceGeorge",1958,8
195809,7,"PrinceGeorge",1958,9
195810,18,"PrinceGeorge",1958,10
195811,13,"PrinceGeorge",1958,11
195812,3,"PrinceGeorge",1958,12
195901,4,"PrinceGeorge",1959,1
195902,9,"PrinceGeorge",1959,2
195903,9,"PrinceGeorge",1959,3
195904,8,"PrinceGeorge",1959,4
195905,7,"PrinceGeorge",1959,5
195906,5,"PrinceGeorge",1959,6
195907,11,"PrinceGeorge",1959,7
195908,6,"PrinceGeorge",1959,8
195909,4,"PrinceGeorge",1959,9
195910,5,"PrinceGeorge",1959,10
195911,6,"PrinceGeorge",1959,11
195912,9,"PrinceGeorge",1959,12
196001,7,"PrinceGeorge",1960,1
196002,13,"PrinceGeorge",1960,2
196003,7,"PrinceGeorge",1960,3
196004,18,"PrinceGeorge",1960,4
196005,5,"PrinceGeorge",1960,5
196006,8,"PrinceGeorge",1960,6
196007,18,"PrinceGeorge",1960,7
196008,10,"PrinceGeorge",1960,8
196009,12,"PrinceGeorge",1960,9
196010,5,"PrinceGeorge",1960,10
196011,6,"PrinceGeorge",1960,11
196012,8,"PrinceGeorge",1960,12
196101,13,"PrinceGeorge",1961,1
196102,2,"PrinceGeorge",1961,2
196103,15,"PrinceGeorge",1961,3
196104,13,"PrinceGeorge",1961,4
196105,10,"PrinceGeorge",1961,5
196106,8,"PrinceGeorge",1961,6
196107,32,"PrinceGeorge",1961,7
196108,25,"PrinceGeorge",1961,8
196109,10,"PrinceGeorge",1961,9
196110,4,"PrinceGeorge",1961,10
196111,7,"PrinceGeorge",1961,11
196112,4,"PrinceGeorge",1961,12
196201,7,"PrinceGeorge",1962,1
196202,15,"PrinceGeorge",1962,2
196203,26,"PrinceGeorge",1962,3
196204,22,"PrinceGeorge",1962,4
196205,14,"PrinceGeorge",1962,5
196206,4,"PrinceGeorge",1962,6
